"21124","01,03,18,22,29,32","2"
"21123","06,14,15,19,29,31","5"
"21122","04,05,12,15,18,28","7"
"21121","04,05,12,16,22,30","15"
"21120","01,07,08,12,13,18","5"
"21119","03,09,10,11,28,29","13"
"21118","02,06,14,18,20,31","13"
"21117","03,05,17,21,27,33","4"
"21116","06,14,17,18,31,33","6"
"21115","02,10,12,15,24,27","8"
"21114","04,06,08,14,24,27","2"
"21113","04,07,10,22,27,30","2"
"21112","05,06,21,25,28,33","7"
"21111","17,20,22,23,26,28","6"
"21110","10,13,15,24,31,32","2"
"21109","02,03,10,17,20,26","16"
"21108","11,15,18,24,26,32","9"
"21107","02,03,17,19,25,30","1"
"21106","01,04,07,14,30,31","3"
"21105","10,14,15,22,27,32","9"
"21104","01,07,17,20,22,28","15"
"21103","10,13,15,25,29,30","15"
"21102","05,09,15,24,27,30","9"
"21101","02,04,12,22,29,31","1"
"21100","07,09,12,13,14,29","16"
"21099","09,11,17,18,20,27","15"
"21098","01,10,13,18,26,32","5"
"21097","03,11,12,13,25,28","12"
"21096","01,07,11,14,15,26","11"
"21095","08,12,17,24,27,28","13"
"21094","09,11,24,25,28,33","15"
"21093","05,11,15,23,28,33","3"
"21092","02,07,08,10,12,31","3"
"21091","04,06,16,24,26,33","16"
"21090","05,06,12,14,27,28","8"
"21089","01,02,07,13,23,24","12"
"21088","04,12,15,16,19,26","6"
"21087","02,13,16,19,23,24","4"
"21086","06,08,10,14,28,29","1"
"21085","05,06,07,11,14,20","2"
"21084","05,07,09,11,21,28","1"
"21083","04,09,11,25,28,33","4"
"21082","03,06,11,13,26,32","5"
"21081","01,03,05,18,22,23","1"
"21080","05,08,22,23,24,29","9"
"21079","01,03,10,24,28,29","13"
"21078","04,06,15,26,27,31","12"
"21077","08,15,17,25,27,30","10"
"21076","03,09,21,23,30,32","6"
"21075","12,15,16,21,22,29","1"
"21074","04,05,09,14,25,27","7"
"21073","01,06,18,22,24,25","8"
"21072","01,09,15,16,19,21","15"
"21071","01,07,24,31,32,33","8"
"21070","01,05,11,15,16,29","15"
"21069","06,11,18,20,23,26","5"
"21068","04,14,18,24,31,32","15"
"21067","01,11,19,23,25,29","9"
"21066","02,06,19,26,30,33","15"
"21065","01,04,08,19,29,33","16"
"21064","04,06,08,15,16,18","16"
"21063","04,05,06,09,23,24","9"
"21062","12,13,15,20,22,25","10"
"21061","04,09,12,18,20,23","1"
"21060","10,11,17,20,29,30","15"
"21059","01,09,11,18,32,33","14"
"21058","09,11,13,18,19,28","14"
"21057","05,06,09,17,25,33","16"
"21056","08,21,22,23,29,32","1"
"21055","03,11,12,16,22,28","10"
"21054","07,13,21,22,24,31","2"
"21053","07,10,14,16,24,33","16"
"21052","03,04,06,19,21,30","14"
"21051","08,09,10,19,27,29","15"
"21050","02,09,10,16,25,28","8"
"21049","04,11,13,22,25,32","1"
"21048","04,15,17,22,29,32","3"
"21047","03,07,13,16,24,29","1"
"21046","05,09,13,21,28,33","6"
"21045","01,04,14,15,17,32","2"
"21044","05,07,14,17,26,28","13"
"21043","02,03,17,18,23,24","1"
"21042","05,09,10,22,25,27","8"
"21041","02,09,18,23,26,32","14"
"21040","02,06,07,24,28,29","16"
"21039","02,08,21,24,29,31","13"
"21038","05,07,09,16,18,27","6"
"21037","13,17,19,24,26,30","12"
"21036","01,02,06,11,21,26","11"
"21035","12,14,18,20,26,28","11"
"21034","04,10,12,18,23,25","1"
"21033","02,12,13,14,31,33","6"
"21032","01,05,08,15,16,30","3"
"21031","06,11,21,25,28,31","7"
"21030","08,09,13,27,29,31","5"
"21029","08,10,15,17,22,30","12"
"21028","11,16,23,26,27,33","5"
"21027","05,07,09,16,20,26","8"
"21026","03,05,13,19,20,25","3"
"21025","06,08,14,17,18,30","11"
"21024","01,04,06,10,11,18","2"
"21023","02,21,22,23,27,28","11"
"21022","10,15,17,25,31,32","6"
"21021","04,08,17,24,28,33","13"
"21020","01,03,06,07,09,11","2"
"21019","12,16,17,24,28,29","8"
"21018","02,08,14,23,25,32","6"
"21017","09,15,18,29,32,33","2"
"21016","03,08,09,13,15,18","10"
"21015","06,14,16,26,28,29","7"
"21014","04,15,21,25,29,33","6"
"21013","06,09,12,16,27,31","6"
"21012","03,06,14,18,20,26","1"
"21011","05,10,16,23,27,33","14"
"21010","01,04,11,19,32,33","5"
"21009","02,04,07,24,25,32","13"
"21008","01,05,07,14,18,33","7"
"21007","02,04,12,21,25,32","16"
"21006","06,08,22,24,25,26","1"
"21005","07,09,14,26,30,31","4"
"21004","02,03,07,08,17,22","15"
"21003","06,09,16,18,22,29","11"
"21002","06,10,13,25,26,32","11"
"21001","02,03,13,18,20,31","11"
"20134","02,09,10,20,22,26","1"
"20133","03,19,22,23,27,29","7"
"20132","01,04,11,12,14,23","4"
"20131","08,19,22,26,27,30","7"
"20130","08,09,11,14,17,29","16"
"20129","01,02,05,15,28,33","4"
"20128","08,10,15,16,23,26","10"
"20127","01,04,18,19,26,31","7"
"20126","03,07,12,14,23,28","11"
"20125","05,12,16,26,30,31","13"
"20124","16,18,19,20,29,33","12"
"20123","01,03,18,19,26,29","3"
"20122","12,15,17,24,26,31","15"
"20121","02,04,06,21,25,29","3"
"20120","01,02,03,04,09,10","12"
"20119","01,09,22,28,32,33","15"
"20118","11,13,19,26,30,33","5"
"20117","07,08,09,10,16,27","7"
"20116","05,06,14,16,19,27","10"
"20115","01,04,12,20,25,32","2"
"20114","01,05,11,24,30,32","3"
"20113","01,03,07,10,22,32","11"
"20112","02,09,12,17,28,32","5"
"20111","06,09,17,22,24,26","16"
"20110","02,06,09,14,22,25","4"
"20109","06,13,16,20,23,32","13"
"20108","10,12,15,17,23,32","5"
"20107","03,09,11,24,25,28","16"
"20106","02,04,11,15,18,28","10"
"20105","06,14,19,20,22,24","1"
"20104","04,08,10,16,27,29","9"
"20103","04,09,10,22,28,32","8"
"20102","09,10,19,25,26,29","8"
"20101","10,17,24,25,28,30","15"
"20100","01,07,15,16,20,23","7"
"20099","05,06,11,12,15,30","12"
"20098","06,08,11,22,25,33","2"
"20097","02,08,21,25,26,30","10"
"20096","01,20,23,26,27,32","15"
"20095","03,09,16,17,20,26","2"
"20094","10,15,17,27,29,31","8"
"20093","04,05,10,13,15,19","15"
"20092","01,06,12,18,22,24","3"
"20091","01,09,11,12,16,19","16"
"20090","02,21,23,26,31,32","6"
"20089","02,14,16,21,29,30","10"
"20088","01,06,12,26,29,30","12"
"20087","11,15,20,23,25,33","10"
"20086","02,04,06,15,24,27","6"
"20085","01,02,05,09,19,24","16"
"20084","03,07,16,17,23,30","7"
"20083","01,19,25,26,30,31","12"
"20082","02,08,11,17,21,30","9"
"20081","01,05,13,14,27,33","15"
"20080","14,15,18,22,31,33","1"
"20079","05,12,20,21,22,29","14"
"20078","03,11,14,16,21,32","4"
"20077","03,10,16,21,25,27","12"
"20076","10,15,16,18,20,27","6"
"20075","03,11,13,20,24,30","16"
"20074","04,08,09,13,19,33","12"
"20073","05,07,11,13,27,29","3"
"20072","06,08,10,15,17,26","4"
"20071","09,11,12,13,22,23","8"
"20070","01,02,04,06,19,21","15"
"20069","03,09,10,13,18,26","4"
"20068","12,16,21,26,27,32","10"
"20067","04,07,09,23,27,30","8"
"20066","02,09,13,17,26,28","7"
"20065","09,15,18,21,23,26","8"
"20064","01,03,07,21,27,32","1"
"20063","12,15,16,22,29,32","14"
"20062","10,14,17,22,26,27","5"
"20061","08,17,24,26,27,31","4"
"20060","05,09,14,20,24,30","8"
"20059","02,04,10,17,22,25","14"
"20058","01,03,11,12,19,26","7"
"20057","09,14,21,23,26,32","3"
"20056","02,05,08,12,26,31","14"
"20055","01,05,07,23,28,30","12"
"20054","03,10,19,25,26,31","2"
"20053","02,14,15,16,32,33","1"
"20052","02,08,13,29,32,33","15"
"20051","03,06,08,11,19,28","8"
"20050","04,09,17,20,32,33","15"
"20049","01,07,09,12,18,22","4"
"20048","12,14,18,23,30,32","2"
"20047","04,10,17,19,28,32","1"
"20046","13,19,25,26,27,32","8"
"20045","02,03,15,21,22,33","16"
"20044","07,08,16,17,19,24","7"
"20043","01,11,24,25,27,30","7"
"20042","02,06,07,11,14,31","3"
"20041","06,07,16,22,24,25","13"
"20040","01,06,12,16,19,21","4"
"20039","02,09,10,11,16,29","2"
"20038","01,06,07,18,23,24","15"
"20037","01,04,11,13,17,24","15"
"20036","07,09,16,22,24,32","6"
"20035","10,14,24,25,28,33","11"
"20034","02,08,15,16,26,32","3"
"20033","07,10,12,21,31,32","1"
"20032","03,11,13,14,15,26","13"
"20031","02,05,09,15,16,27","9"
"20030","17,18,21,29,30,32","3"
"20029","01,12,18,20,30,32","5"
"20028","05,06,15,18,26,32","8"
"20027","12,13,14,24,25,28","6"
"20026","01,04,09,18,19,31","6"
"20025","01,09,10,15,20,29","2"
"20024","10,13,27,28,29,31","8"
"20023","04,05,20,21,30,33","8"
"20022","02,10,20,22,25,30","2"
"20021","02,06,14,16,27,31","7"
"20020","01,06,09,13,15,22","14"
"20019","15,19,27,28,30,33","3"
"20018","05,07,08,11,17,22","13"
"20017","02,04,07,15,20,27","4"
"20016","05,06,08,17,24,27","7"
"20015","08,09,22,24,30,33","1"
"20014","02,07,08,10,12,16","7"
"20013","02,08,10,20,21,30","14"
"20012","04,13,14,23,26,31","9"
"20011","04,05,07,17,18,29","1"
"20010","11,14,22,27,31,32","9"
"20009","03,06,08,14,19,26","12"
"20008","01,04,06,10,11,28","16"
"20007","05,12,17,20,25,31","10"
"20006","03,04,05,10,16,32","9"
"20005","11,16,17,22,26,32","4"
"20004","02,15,17,27,32,33","3"
"20003","09,17,26,29,30,32","3"
"20002","04,09,14,15,16,29","11"
"20001","02,15,23,26,29,30","2"
"19151","02,06,09,18,24,26","14"
"19150","02,09,14,22,27,29","2"
"19149","01,06,27,28,31,33","7"
"19148","09,10,13,20,26,27","8"
"19147","01,09,12,14,23,27","12"
"19146","01,04,10,12,30,32","14"
"19145","01,08,13,17,18,19","16"
"19144","02,12,15,19,27,30","3"
"19143","05,13,15,16,26,32","9"
"19142","08,14,24,27,29,33","9"
"19141","10,13,14,15,17,33","14"
"19140","02,04,09,11,14,22","5"
"19139","08,14,20,23,30,33","11"
"19138","02,06,12,30,31,32","11"
"19137","07,10,13,19,23,31","6"
"19136","12,14,15,17,29,33","12"
"19135","03,06,10,11,27,33","3"
"19134","01,04,06,22,29,30","3"
"19133","03,07,16,21,24,31","7"
"19132","04,06,11,14,19,33","7"
"19131","09,17,19,20,24,31","4"
"19130","01,07,09,11,24,32","16"
"19129","03,04,07,09,15,26","7"
"19128","03,08,12,16,17,19","8"
"19127","02,06,07,12,17,24","10"
"19126","02,14,17,29,32,33","16"
"19125","02,11,12,26,27,29","3"
"19124","04,09,30,31,32,33","1"
"19123","02,06,08,17,28,30","6"
"19122","04,10,15,19,21,23","2"
"19121","02,06,15,21,30,31","2"
"19120","10,12,27,31,32,33","3"
"19119","04,20,22,24,26,33","7"
"19118","12,14,15,25,28,31","4"
"19117","03,05,11,28,32,33","1"
"19116","01,08,09,13,16,33","1"
"19115","04,10,11,14,15,29","5"
"19114","02,04,09,11,12,30","1"
"19113","01,05,19,21,25,33","15"
"19112","03,12,14,17,23,27","1"
"19111","07,18,20,22,24,33","1"
"19110","01,18,22,26,27,28","8"
"19109","03,06,07,17,28,31","10"
"19108","07,13,19,22,25,32","13"
"19107","02,06,08,23,27,32","2"
"19106","02,14,22,27,30,33","14"
"19105","02,13,15,17,26,33","1"
"19104","01,05,16,17,18,24","10"
"19103","04,12,14,21,27,29","12"
"19102","03,08,12,16,20,32","12"
"19101","01,04,09,21,31,33","5"
"19100","01,04,12,13,30,32","8"
"19099","07,14,22,23,27,30","8"
"19098","03,11,12,14,17,26","9"
"19097","03,05,18,24,25,31","9"
"19096","05,07,12,18,27,32","11"
"19095","02,05,14,19,21,28","1"
"19094","05,10,12,18,19,27","6"
"19093","05,07,08,09,20,22","2"
"19092","09,17,27,28,32,33","8"
"19091","07,10,21,24,29,32","11"
"19090","02,03,06,08,14,22","4"
"19089","02,04,14,16,20,22","11"
"19088","13,14,15,21,23,29","13"
"19087","04,05,07,09,21,30","4"
"19086","16,22,24,26,28,31","6"
"19085","01,04,14,18,24,29","4"
"19084","04,08,14,18,20,27","3"
"19083","06,15,17,26,28,31","3"
"19082","07,16,19,22,24,28","2"
"19081","05,24,27,29,31,32","10"
"19080","03,06,08,20,24,32","7"
"19079","01,03,06,09,19,31","16"
"19078","01,17,27,29,31,33","12"
"19077","09,11,13,18,21,22","15"
"19076","12,15,19,20,29,32","14"
"19075","05,08,20,22,31,33","3"
"19074","12,21,27,29,31,33","4"
"19073","01,02,06,12,16,18","8"
"19072","02,09,13,15,22,30","15"
